Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Southland,Mining,Total,Total,Carbon dioxide equivalents,2019,56.07,Kilotonnes,Carbon dioxide equivalents
Southland,Mining,Total,Total,Carbon dioxide equivalents,2020,52.96,Kilotonnes,Carbon dioxide equivalents
Southland,Mining,Total,Total,Carbon dioxide equivalents,2021,53.12,Kilotonnes,Carbon dioxide equivalents
Southland,Mining,Total,Total,Carbon dioxide equivalents,2022,60.94,Kilotonnes,Carbon dioxide equivalents
Southland,Mining,Total,Total,Carbon dioxide equivalents,2023,48.37,Kilotonnes,Carbon dioxide equivalents
Southland,Mining,Total,Total,Carbon dioxide equivalents,2024,43.57,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2007,1509.89,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2008,1202.86,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2009,1190.03,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2010,1489.16,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2011,1534.73,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2012,1156.49,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2013,779.01,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2014,957.57,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2015,1101.96,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2016,955.99,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2017,936.83,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2018,885.64,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2019,816.78,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2020,651.26,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2021,641.82,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2022,789.43,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2023,719.39,Kilotonnes,Carbon dioxide equivalents
Taranaki,Mining,Total,Total,Carbon dioxide equivalents,2024,758.53,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2007,3.26,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2008,2.6,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2009,4.63,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2010,4.9,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2011,4.33,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2012,4.69,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2013,8.21,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2014,4.02,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2015,3.11,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2016,5.66,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2017,4.67,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2018,3.59,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2019,6.22,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2020,3.59,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2021,4.8,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2022,5,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2023,4.01,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,Mining,Total,Total,Carbon dioxide equivalents,2024,3.81,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2007,199.31,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2008,205.49,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2009,253.59,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2010,270.54,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2011,255.75,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2012,272.97,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2013,249.8,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2014,152.95,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2015,130.87,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2016,81.76,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2017,108.73,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2018,118.04,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2019,119.89,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2020,119.38,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2021,120.38,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2022,116.55,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2023,88.17,Kilotonnes,Carbon dioxide equivalents
Waikato,Mining,Total,Total,Carbon dioxide equivalents,2024,91.75,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2007,8.84,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2008,8,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2009,11.81,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2010,11.72,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2011,10.16,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2012,10.22,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2013,10.71,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2014,11.21,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2015,12.7,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2016,16.37,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2017,9.04,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2018,8.36,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2019,18.37,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2020,11.5,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2021,15.44,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2022,8.46,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2023,9.07,Kilotonnes,Carbon dioxide equivalents
Wellington,Mining,Total,Total,Carbon dioxide equivalents,2024,8.84,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2007,277.47,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2008,379.04,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2009,418.88,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2010,507.32,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2011,357.14,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2012,203.13,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2013,229.67,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2014,215.92,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2015,200.39,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2016,210.02,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2017,107.36,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2018,114.92,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2019,145.25,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2020,123.27,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2021,142.54,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2022,168.57,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2023,137.6,Kilotonnes,Carbon dioxide equivalents
West Coast,Mining,Total,Total,Carbon dioxide equivalents,2024,126.42,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2007,3034.36,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2008,2992.15,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2009,2890.99,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2010,3020.57,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2011,2871.89,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2012,2865.77,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2013,3043.96,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2014,3236.68,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2015,3242.85,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2016,3274.7,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2017,3296.62,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2018,3171.64,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2019,3135.64,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2020,2954.21,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2021,3069.69,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2022,2905,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2023,2832.26,Kilotonnes,Carbon dioxide equivalents
Auckland,Manufacturing,Total,Total,Carbon dioxide equivalents,2024,2629.66,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2007,366.83,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2008,369.52,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2009,332.97,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2010,328.68,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2011,297.15,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2012,333.18,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2013,338.04,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2014,350.4,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2015,370.63,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2016,401.61,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2017,391.63,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2018,350.24,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2019,377.85,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2020,379.03,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2021,367.27,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2022,379.73,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2023,379.95,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Manufacturing,Total,Total,Carbon dioxide equivalents,2024,366.94,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2007,774.63,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2008,783.82,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2009,730.84,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2010,815.84,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2011,800.39,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2012,857.21,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2013,888.67,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2014,996.8,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2015,1047.54,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2016,1037.9,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2017,1042.87,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2018,1098.96,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2019,1100.02,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2020,1023.48,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2021,1018.48,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2022,986.5,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2023,968.18,Kilotonnes,Carbon dioxide equivalents
Canterbury,Manufacturing,Total,Total,Carbon dioxide equivalents,2024,936.26,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2007,32.13,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2008,29.58,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2009,27.28,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2010,27.97,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2011,28.17,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2012,32.9,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2013,27.99,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2014,29.18,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2015,27.75,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2016,26.23,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2017,27.32,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2018,24.85,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2019,24.15,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2020,23.02,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2021,23.91,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2022,21.96,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2023,20.86,Kilotonnes,Carbon dioxide equivalents
Gisborne,Manufacturing,Total,Total,Carbon dioxide equivalents,2024,20.11,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,Manufacturing,Total,Total,Carbon dioxide equivalents,2007,214.2,Kilotonnes,Carbon dioxide equivalents
